,Age,Gender,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comprehensive_care,comprehensive_support
1044,1,1,No,No,Yes,Often,More than 1000,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Yes,No,Yes,Yes_Yes,No_No
1045,0,1,No,Yes,Yes,Sometimes,100-1000,No,Yes,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Yes_Not sure,No_No
1046,2,0,No,Yes,Yes,Sometimes,6-25,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No,No_Not sure,No_No
1047,1,0,No,Yes,No,Sometimes,100-1000,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Don't know,Yes,No_No,No_No
1048,3,0,Yes,No,Yes,Often,1-5,Yes,No,Yes,Very difficult,No,No,Some of them,Some of them,No,No,Yes,Yes,No_Yes,Yes_Yes
1049,3,0,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,Yes,No_Yes,Yes_Yes
1050,0,1,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,No,Yes,Yes_Yes,No_No
1051,0,1,No,Yes,No,Sometimes,26-100,No,No,Don't know,Somewhat difficult,Yes,No,No,Some of them,No,Maybe,No,No,No_No,No_No
1052,2,0,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Very easy,No,No,Some of them,Some of them,No,Maybe,No,No,Don't know_Not sure,No_No
1053,2,0,No,No,No,Never,1-5,Yes,Yes,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No,Don't know_Not sure,Don't know_Don't know
1054,3,0,No,No,No,Rarely,More than 1000,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,No,No,Don't know_No,No_Don't know
1055,3,0,No,Yes,Yes,Sometimes,100-1000,No,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,Yes_Yes,No_Don't know
1056,0,0,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Maybe,Don't know,No,Don't know_No,No_Don't know
1057,2,0,Yes,No,No,Never,6-25,Yes,Yes,No,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,Don't know_No,No_No
1058,1,0,No,Yes,Yes,Often,More than 1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Yes_Not sure,Don't know_Don't know
1059,1,1,No,No,Yes,Rarely,6-25,No,Yes,Yes,Very easy,No,No,Some of them,Some of them,No,Yes,Don't know,No,Yes_Yes,Don't know_Yes
1060,1,1,No,No,Yes,Often,More than 1000,Yes,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No,Yes_No,No_No
1061,0,0,No,No,Yes,Sometimes,100-1000,No,Yes,Yes,Very difficult,Maybe,No,Some of them,No,No,Maybe,No,No,Don't know_Not sure,No_No
1062,3,0,Yes,No,No,Never,1-5,Yes,Yes,Yes,Somewhat difficult,No,No,No,No,No,No,Don't know,No,Don't know_No,No_No
1063,0,0,No,No,Yes,Often,6-25,Yes,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Don't know_No,No_No
1064,0,0,No,Yes,Yes,Sometimes,6-25,No,Yes,Don't know,Somewhat easy,Maybe,No,Yes,Yes,No,No,Don't know,No,No_No,No_No
1065,0,0,No,Yes,Yes,Often,6-25,No,No,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,No,Yes,Don't know_No,No_No
1066,2,0,No,No,No,Never,6-25,Yes,Yes,Don't know,Somewhat easy,Maybe,Maybe,No,Some of them,No,Maybe,Don't know,No,Yes_Not sure,Don't know_Don't know
1067,0,0,No,No,No,Never,More than 1000,No,No,Don't know,Somewhat difficult,Maybe,No,No,Yes,No,No,Don't know,No,Yes_Yes,No_Don't know
1068,3,0,No,No,No,Never,26-100,No,No,Yes,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,Yes_Yes,Yes_Yes
1069,2,0,No,No,No,Never,26-100,Yes,Yes,Don't know,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,No,No_No,No_No
1070,3,1,No,No,Yes,Sometimes,6-25,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No,No_No,No_No
1071,3,0,No,No,No,Sometimes,More than 1000,Yes,Yes,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No,Yes_Not sure,No_Yes
1072,3,0,No,No,No,Rarely,More than 1000,No,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Yes,Yes,Yes_Yes,Yes_Yes
1073,0,0,No,No,No,Never,More than 1000,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,Don't know_No,No_No
1074,1,0,No,No,Yes,Sometimes,100-1000,No,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,No,No,Yes_Yes,No_No
1075,3,0,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Don't know,Yes,Yes,No,No,No,Maybe,No,Yes,Yes_Yes,Yes_Yes
1076,3,0,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know,No,Yes_Not sure,No_Don't know
1077,0,1,No,Yes,Yes,Often,More than 1000,No,Yes,Yes,Very difficult,Maybe,No,Yes,Some of them,No,Maybe,No,Yes,Yes_Yes,Yes_Yes
1078,3,1,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No,Yes_Yes,No_Don't know
1079,2,0,Yes,No,Yes,Sometimes,1-5,No,Yes,Yes,Very difficult,Maybe,No,Some of them,Yes,No,Maybe,No,No,No_No,No_No
1080,0,0,No,Yes,Yes,Often,1-5,No,Yes,Yes,Very easy,Maybe,No,Yes,Yes,No,Maybe,No,No,No_Yes,No_No
1081,1,0,No,Yes,Yes,Often,1-5,No,Yes,Don't know,Very difficult,No,Maybe,Yes,Yes,Maybe,No,Yes,No,Don't know_Not sure,Don't know_Yes
1082,1,1,No,Yes,Yes,Often,More than 1000,No,No,Don't know,Somewhat difficult,Yes,No,No,No,No,Maybe,No,No,Yes_No,No_No
1083,2,1,No,Yes,Yes,Often,26-100,No,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Yes,No,Don't know_No,Yes_Don't know
1084,2,0,No,Yes,Yes,Sometimes,1-5,No,No,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No,Yes_Yes,Yes_Yes
1085,3,0,No,No,No,Never,6-25,No,Yes,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Don't know_No,No_No
1086,3,0,No,No,Yes,Sometimes,More than 1000,No,Yes,Don't know,Somewhat difficult,No,No,Yes,Yes,No,No,Yes,No,Don't know_No,No_No
1087,3,0,No,Yes,No,Never,More than 1000,No,No,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,No,No,Yes_Not sure,Yes_Yes
1088,2,0,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No,Yes_Yes,Yes_Don't know
1089,1,1,No,Yes,Yes,Sometimes,100-1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,No,Yes_Yes,Don't know_Don't know
1091,3,0,No,Yes,No,Never,100-1000,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No,Yes_Yes,No_Don't know
1092,2,0,No,Yes,Yes,Often,100-1000,No,Yes,Don't know,Very difficult,Yes,No,Yes,Yes,No,Yes,No,No,No_Yes,No_No
1093,0,0,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Don't know,Yes,No,No,No,No,No,Yes,No,Yes_Yes,Yes_Don't know
1094,3,0,No,No,Yes,Sometimes,100-1000,No,Yes,Yes,Very easy,No,No,No,Yes,No,No,Yes,No,Yes_No,No_Yes
1095,2,0,Yes,No,Yes,Sometimes,1-5,No,No,No,Very difficult,No,No,No,No,No,No,No,Yes,No_Yes,No_No
1096,0,0,No,Yes,Yes,Rarely,6-25,Yes,Yes,Don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No,Don't know_No,No_No
1097,3,0,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Don't know,Somewhat difficult,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,Yes,Yes_Not sure,Yes_Don't know
1098,1,0,No,No,No,Never,More than 1000,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No,Don't know_Not sure,Yes_Don't know
1099,3,0,No,No,No,Never,100-1000,No,Yes,Don't know,Don't know,No,No,Yes,Some of them,No,No,Yes,No,Don't know_No,No_Don't know
1100,1,0,No,No,No,Never,6-25,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Yes,Don't know,No,Yes_Not sure,No_Yes
1101,0,0,No,Yes,No,Sometimes,100-1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Don't know_Not sure,No_No
1102,2,1,Yes,Yes,Yes,Often,1-5,Yes,Yes,No,Very difficult,Yes,Yes,No,No,No,Maybe,No,Yes,No_Yes,No_No
1103,2,1,No,Yes,No,Sometimes,6-25,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Some of them,No,No,Yes,No,Don't know_No,No_No
1104,3,0,No,No,No,Never,6-25,Yes,Yes,Don't know,Don't know,Yes,Maybe,Some of them,No,No,Maybe,Don't know,No,Yes_No,No_No
1105,0,0,No,No,Yes,Rarely,6-25,Yes,Yes,Don't know,Somewhat easy,Maybe,No,No,Some of them,No,Maybe,Don't know,No,No_Yes,No_Don't know
1106,3,0,Yes,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,No,Don't know,No,No_No,No_No
1107,0,0,No,Yes,Yes,Rarely,26-100,No,Yes,Don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No,No_No,Don't know_Don't know
1108,2,1,No,No,Yes,Often,More than 1000,No,Yes,Don't know,Don't know,Yes,No,No,No,No,Maybe,Don't know,No,Yes_Yes,Don't know_Don't know
1109,1,0,No,No,No,Often,6-25,No,Yes,No,Very easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,No_No,No_No
1110,2,0,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,Yes_Yes,No_Don't know
1111,1,0,No,No,Yes,Often,6-25,No,Yes,Yes,Somewhat easy,Maybe,Maybe,Yes,Some of them,No,Yes,No,No,Yes_No,No_No
1112,3,0,No,No,No,Never,6-25,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,No,Maybe,Yes,Don't know,No,No_Not sure,No_No
1113,0,0,No,Yes,Yes,Sometimes,1-5,Yes,Yes,Don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Don't know,No,Don't know_No,Don't know_Don't know
1114,3,0,No,No,No,Never,More than 1000,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,Yes_Not sure,Don't know_Don't know
1115,0,0,No,No,No,Sometimes,26-100,No,Yes,Yes,Don't know,Maybe,No,No,No,No,Maybe,Don't know,Yes,Yes_Yes,No_No
1116,3,0,No,No,Yes,Never,100-1000,No,Yes,Don't know,Very easy,Maybe,No,Yes,Some of them,No,Maybe,Don't know,No,Don't know_Not sure,No_Don't know
1117,3,0,No,Yes,Yes,Sometimes,6-25,No,Yes,Don't know,Don't know,Yes,Maybe,No,Some of them,No,Maybe,Don't know,No,Don't know_Yes,No_Don't know
1118,3,0,No,Yes,Yes,Rarely,More than 1000,No,No,Yes,Somewhat easy,Yes,No,No,Yes,No,Yes,Don't know,No,Yes_Yes,Yes_Yes
1119,2,0,No,No,No,Never,1-5,Yes,Yes,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No,No_Yes,No_No
1120,2,0,Yes,No,Yes,Rarely,1-5,No,Yes,Yes,Very easy,No,No,Some of them,Yes,No,Yes,No,Yes,No_Yes,Yes_Yes
1121,3,0,No,No,Yes,Sometimes,More than 1000,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,No,No,No_No,No_Yes
1122,2,1,No,No,Yes,Never,100-1000,No,Yes,Don't know,Very easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No,Don't know_Not sure,No_Don't know
1123,3,1,No,No,Yes,Rarely,26-100,No,No,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,No,Don't know_No,Don't know_Don't know
1124,2,0,No,No,No,Never,6-25,No,Yes,Yes,Don't know,No,No,No,No,No,No,Yes,No,Don't know_Not sure,Don't know_Don't know
1125,0,0,Yes,Yes,Yes,Often,1-5,No,Yes,Don't know,Don't know,Maybe,No,Yes,Yes,Maybe,Yes,No,Yes,No_No,No_No
1126,0,1,No,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,Don't know_Not sure,Don't know_Don't know
1128,3,0,No,Yes,No,Sometimes,6-25,No,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,No_No,No_No
1129,1,0,No,No,No,Never,More than 1000,No,No,Yes,Somewhat easy,Maybe,No,No,No,No,Yes,No,No,Yes_No,No_No
1130,3,1,No,Yes,Yes,Sometimes,26-100,No,No,Don't know,Don't know,Yes,No,Some of them,Some of them,No,Yes,No,No,Yes_Yes,No_No
1131,2,0,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,Yes,No_No,No_No
1132,2,1,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,No,No,No,Don't know,No,Yes_Yes,No_No
1133,0,0,No,No,No,Rarely,26-100,No,Yes,No,Somewhat difficult,Yes,No,No,No,No,Maybe,No,Yes,No_Yes,No_Yes
1134,0,0,No,No,No,Rarely,26-100,No,Yes,No,Somewhat difficult,Yes,No,No,No,No,Maybe,No,Yes,No_Yes,No_Yes
1135,0,0,No,No,Yes,Sometimes,More than 1000,No,No,Yes,Somewhat easy,Maybe,No,Yes,Yes,Maybe,Maybe,No,No,No_No,No_No
1136,0,0,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,No_No,No_No
1137,3,0,No,Yes,No,Never,6-25,No,Yes,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No,No_No,No_No
1138,0,0,No,Yes,Yes,Sometimes,6-25,No,Yes,Don't know,Somewhat easy,Maybe,No,No,No,No,No,Don't know,No,Don't know_Not sure,No_No
1139,0,0,No,No,Yes,Sometimes,More than 1000,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,No,Don't know_No,No_Don't know
1140,0,0,No,No,Yes,Often,26-100,No,Yes,Yes,Very difficult,No,No,Yes,Yes,Yes,Yes,Don't know,No,No_Yes,No_No
1141,1,0,No,No,No,Rarely,More than 1000,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,Yes,Don't know,Yes,Don't know_Not sure,Don't know_Don't know
1142,1,0,No,No,No,Sometimes,More than 1000,No,No,Don't know,Somewhat easy,Yes,Maybe,No,No,No,No,Don't know,Yes,No_No,No_No
1143,0,1,No,Yes,No,Never,More than 1000,No,No,Yes,Don't know,Maybe,No,No,No,No,Yes,Yes,No,No_Yes,No_No
1144,0,0,No,No,No,Never,More than 1000,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,No,Yes,Yes,No,No_Yes,Yes_Yes
1145,0,1,No,Yes,No,Sometimes,26-100,Yes,Yes,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No,Don't know_No,No_No
1146,3,0,No,Yes,Yes,Sometimes,1-5,No,Yes,Don't know,Very easy,No,No,Some of them,Yes,Maybe,Yes,Don't know,No,No_Not sure,Don't know_Don't know
1147,3,0,No,Yes,Yes,Sometimes,More than 1000,No,No,Yes,Very easy,Maybe,Maybe,Some of them,Yes,Maybe,Maybe,Yes,No,No_No,No_No
1148,2,0,No,Yes,Yes,Often,More than 1000,No,No,Don't know,Somewhat easy,Yes,No,No,Some of them,No,Yes,Don't know,No,Yes_Yes,No_Yes
1149,2,0,No,No,No,Rarely,6-25,No,Yes,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,No,Yes_Not sure,No_Don't know
1150,2,0,No,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,Yes,Yes_Yes,Yes_Yes
1151,0,0,No,No,No,Never,6-25,No,Yes,Don't know,Don't know,Yes,Maybe,Some of them,No,No,Maybe,Don't know,No,No_No,No_No
1152,3,0,No,Yes,Yes,Rarely,100-1000,No,Yes,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,No,No,Don't know_Not sure,No_Don't know
1153,2,1,No,Yes,No,Rarely,26-100,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,Yes_Yes,Yes_Yes
1154,3,0,No,Yes,Yes,Often,26-100,No,No,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Maybe,Don't know,No,Don't know_Not sure,No_No
1155,2,0,Yes,No,No,Never,6-25,Yes,Yes,Don't know,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,Don't know_Not sure,No_No
1156,3,0,Yes,No,No,Never,1-5,Yes,Yes,Don't know,Very easy,Yes,Yes,Some of them,Some of them,No,No,Don't know,No,Don't know_Not sure,Don't know_Don't know
1157,1,0,No,Yes,Yes,Never,6-25,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Don't know,No,Don't know_Not sure,No_Don't know
1158,1,0,No,Yes,Yes,Rarely,6-25,No,Yes,Don't know,Don't know,No,No,No,No,No,No,Don't know,No,No_Yes,No_No
1159,3,0,No,No,No,Never,More than 1000,Yes,Yes,Don't know,Don't know,Yes,No,No,No,No,No,No,No,Don't know_No,No_Don't know
1160,1,0,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,Don't know,Yes,No,Some of them,Some of them,No,Maybe,Don't know,No,Yes_Yes,No_No
1161,1,0,No,No,No,Never,100-1000,No,Yes,Don't know,Don't know,Maybe,Yes,Some of them,No,No,No,Yes,No,Yes_No,No_Yes
1162,1,0,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No,Don't know_Not sure,No_No
1163,0,0,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,Don't know_No,No_Don't know
1164,3,1,No,No,Yes,Often,100-1000,Yes,No,Yes,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,No,No,Yes_Yes,No_No
1165,2,0,No,Yes,No,Sometimes,More than 1000,No,Yes,Don't know,Don't know,Maybe,No,Yes,Yes,No,No,Don't know,No,Yes_No,Yes_Don't know
1166,1,0,No,Yes,Yes,Sometimes,26-100,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Yes_Yes,Yes_Yes
1167,2,0,No,No,No,Never,More than 1000,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No,Don't know_Not sure,No_No
1168,0,0,No,No,No,Often,6-25,No,Yes,No,Very difficult,Yes,No,No,No,No,Maybe,Yes,No,No_No,No_No
1169,2,1,No,No,Yes,Sometimes,More than 1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,No,No,No,No,No,Yes_Yes,No_Don't know
1170,1,0,No,No,No,Never,More than 1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Yes,No,No,Don't know_Not sure,No_No
1171,1,0,No,No,No,Never,More than 1000,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,No,Don't know,No,Yes_No,Yes_Yes
1172,3,1,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,Yes,Yes_Yes,No_Yes
1173,0,0,No,No,Yes,Sometimes,1-5,No,Yes,Don't know,Very difficult,Maybe,No,Yes,Yes,Yes,Yes,No,Yes,No_No,No_No
1174,0,0,No,No,No,Rarely,26-100,No,No,Don't know,Very difficult,Yes,Yes,Some of them,No,No,Maybe,No,No,No_No,No_No
1175,3,0,No,Yes,No,Never,6-25,No,Yes,Don't know,Somewhat difficult,No,No,Some of them,Yes,No,No,Don't know,Yes,Don't know_No,No_No
1176,0,1,No,Yes,Yes,Rarely,100-1000,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,No,No,Yes_No,No_No
1177,1,0,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,No,Yes,No,Yes,No_No,No_Don't know
1178,3,0,Yes,No,No,Sometimes,1-5,Yes,Yes,Don't know,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,No_Yes,No_No
1179,0,1,No,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Yes,Some of them,Maybe,No,No,No,No_No,No_No
1180,2,1,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Don't know,Maybe,Maybe,Some of them,No,No,No,No,No,Yes_Yes,No_No
1181,3,0,No,Yes,Yes,Sometimes,More than 1000,No,No,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe,No,Yes,Yes_Yes,Yes_Yes
1182,3,1,No,Yes,Yes,Never,100-1000,Yes,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,No,Don't know,Yes,Yes_Not sure,Don't know_Yes
1183,2,1,No,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,No_No,No_No
1184,1,1,No,No,Yes,Often,6-25,No,Yes,Don't know,Very difficult,Yes,Maybe,Some of them,Some of them,No,No,Don't know,No,No_Yes,No_No
1185,0,1,No,No,No,Never,100-1000,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Yes,No,Don't know_Not sure,Don't know_Don't know
1186,3,1,Yes,No,No,Rarely,1-5,Yes,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,No,Don't know_Not sure,Don't know_Don't know
1187,3,0,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,Yes_No,No_No
1188,1,1,No,No,No,Never,26-100,No,Yes,Yes,Very easy,Maybe,No,Some of them,Some of them,No,No,Don't know,No,Don't know_Not sure,No_No
1189,3,0,No,Yes,Yes,Sometimes,6-25,No,Yes,Yes,Don't know,Maybe,No,Some of them,No,No,No,Yes,No,Yes_Yes,No_No
1190,3,0,No,Yes,Yes,Sometimes,100-1000,No,Yes,Yes,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,No,Yes_Yes,No_Yes
1191,2,0,No,Yes,No,Sometimes,More than 1000,No,Yes,Yes,Don't know,Maybe,No,No,No,No,Maybe,Don't know,No,Yes_Not sure,Yes_Yes
1192,3,0,No,No,No,Never,26-100,Yes,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Yes,Don't know,No,Don't know_No,No_No
1193,3,0,No,No,No,Never,26-100,No,Yes,Yes,Don't know,No,No,Some of them,Yes,Yes,Maybe,No,No,Don't know_Not sure,Don't know_Don't know
1194,0,0,No,No,No,Never,26-100,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,Yes,Yes,Don't know,No,Don't know_Not sure,No_No
1195,2,1,No,No,Yes,Sometimes,100-1000,No,No,Yes,Don't know,Yes,Yes,Some of them,Some of them,No,No,Yes,No,Yes_Yes,Yes_No
1196,2,1,No,No,No,Rarely,1-5,No,Yes,No,Don't know,Maybe,No,Some of them,No,No,Maybe,No,No,Don't know_No,No_No
1197,2,0,No,No,Yes,Often,6-25,No,Yes,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Yes,No,Maybe,No,No,No_No,No_No
1198,2,0,No,No,Yes,Often,26-100,Yes,Yes,Don't know,Very difficult,Yes,Maybe,Some of them,No,No,No,Don't know,No,Yes_Not sure,No_Don't know
1199,0,0,No,No,No,Never,100-1000,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No,Don't know_Not sure,No_Don't know
1200,1,0,No,No,Yes,Often,100-1000,Yes,Yes,Don't know,Don't know,Yes,No,No,No,No,Maybe,No,No,No_Yes,No_No
1201,1,1,No,No,Yes,Rarely,6-25,No,Yes,Don't know,Somewhat easy,Yes,Yes,Some of them,No,No,No,No,Yes,Yes_No,No_No
1202,1,0,Yes,No,Yes,Never,1-5,No,Yes,No,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No,No_Yes,No_No
1203,0,0,No,No,No,Never,100-1000,No,Yes,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Don't know,No,Don't know_Not sure,No_No
1204,2,0,No,Yes,Yes,Never,1-5,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No,No_No,No_No
1205,2,0,No,No,Yes,Sometimes,6-25,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Don't know,No,No_No,No_No
1206,2,0,No,Yes,No,Often,26-100,Yes,No,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,Maybe,Yes,Yes,No,Don't know_Not sure,No_No
1207,0,0,No,No,Yes,Sometimes,1-5,No,Yes,No,Very easy,Maybe,Maybe,Some of them,Yes,No,No,No,No,No_Yes,No_No
1208,2,0,No,Yes,No,Often,100-1000,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Don't know,Yes,No_Yes,No_No
1209,1,0,No,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,Somewhat difficult,Maybe,No,No,No,No,Maybe,No,No,Don't know_Not sure,No_No
1210,0,0,No,Yes,No,Never,1-5,No,Yes,Don't know,Don't know,Maybe,Maybe,No,No,No,No,Don't know,No,No_No,No_No
1211,3,0,No,No,No,Never,More than 1000,Yes,Yes,Don't know,Don't know,Yes,No,Yes,Some of them,No,No,No,Yes,Don't know_Not sure,No_No
1212,2,1,No,No,Yes,Sometimes,More than 1000,No,No,Yes,Somewhat difficult,Maybe,Maybe,Some of them,Yes,No,Maybe,No,Yes,No_Yes,No_Yes
1213,1,0,No,No,No,Sometimes,More than 1000,No,Yes,Don't know,Very difficult,Yes,Yes,Some of them,No,No,Maybe,No,Yes,Don't know_No,No_No
1214,2,0,No,No,Yes,Often,26-100,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Yes_Yes,No_No
1215,1,0,No,No,No,Never,6-25,No,Yes,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No,No_Not sure,No_No
1216,0,0,No,No,No,Rarely,More than 1000,Yes,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No,Don't know_Not sure,No_Yes
